id,object_id,valuation_amount,raised_amount,public_at,stock_symbol,source_description,created_at,updated_at,ipo_year,ipo_month
516,c:64964,79000000.0,0.0,2010-12-09,LEDS,,2010-12-28 01:21:54,2010-12-28 01:21:54,2010,12
520,c:65949,0.0,115000000.0,2013-05-21,NASDAQ:ACAD,Acadia raises $115 million,2011-01-12 04:20:51,2013-05-22 05:11:30,2013,5
540,c:541,1600000000.0,0.0,2011-01-26,NYSE:NLSN,,2011-01-27 09:08:41,2013-10-01 02:58:21,2011,1
546,c:8249,0.0,0.0,2011-02-02,NASDAQ:EPOC,,2011-02-02 16:06:55,2013-01-08 12:55:30,2011,2
554,c:68733,0.0,0.0,1990-03-26,NASDAQ:SYMM,,2011-02-15 06:40:36,2013-10-22 04:53:11,1990,3
568,c:66768,0.0,0.0,2005-09-09,OTCBB:APWR,,2011-03-09 05:15:21,2013-12-11 10:04:25,2005,9
569,c:17274,245000000.0,0.0,2011-02-14,NASDAQ:DMAN,,2011-03-10 05:13:13,2011-10-29 21:26:53,2011,2
571,c:1727,0.0,0.0,1995-12-01,NASDAQ:NTAP,,2011-03-10 05:57:35,2012-04-16 02:39:13,1995,12
580,c:20129,900000000.0,0.0,2011-07-05,CSOD,,2011-03-25 19:52:25,2011-07-06 17:35:24,2011,7
583,c:72249,0.0,0.0,1997-03-06,NASDAQ:EMKR,,2011-03-29 04:40:59,2013-10-03 07:03:58,1997,3
587,c:4304,0.0,0.0,1978-01-13,NASDAQ:TXN,,2011-04-05 05:14:19,2012-04-12 04:56:34,1978,1
592,c:73629,0.0,0.0,2007-01-23,NASDAQ:AVAV,,2011-04-13 03:13:43,2013-10-02 13:35:33,2007,1
599,c:9379,0.0,0.0,2003-12-01,NASDAQ:TZOO,,2011-05-06 05:33:36,2011-11-13 18:40:54,2003,12
602,c:5622,0.0,0.0,2011-05-24,NASDAQ:YNDX,,2011-05-10 03:19:29,2012-04-11 04:40:59,2011,5
604,c:176,9310000000.0,352800000.0,2011-07-20,NYSE:LNKD,LinkedIn: Biggest Internet IPO Since Google,2011-05-20 15:49:02,2013-12-10 22:14:38,2011,7
605,c:50953,0.0,0.0,2004-02-27,NASDAQ:ACCL,,2011-05-24 02:10:08,2013-12-10 06:23:25,2004,2
612,c:161,1641000000.0,0.0,2011-12-28,NYSE:P,,2011-06-15 01:39:01,2013-10-21 21:00:48,2011,12
615,c:2312,3000000000.0,216000000.0,2011-06-29,NASDAQ:AWAY,http://blogs.wsj.com/venturecapital/2011/06/28/homeaway-ipo-prices-at-27share-valued-at-2-2b/,2011-06-17 03:50:30,2012-03-14 01:59:48,2011,6
619,c:8661,0.0,0.0,1999-06-04,NASDAQ:BRCD,,2011-06-24 04:58:04,2012-02-24 23:09:13,1999,6
622,c:26050,0.0,0.0,1981-12-18,NASDAQ:CA,,2011-06-30 02:56:49,2012-04-16 02:43:13,1981,12
630,c:5473,0.0,0.0,1995-12-22,NASDAQ:NUAN,,2011-07-15 02:35:19,2012-04-16 03:46:04,1995,12
632,c:959,2550000000.0,205000000.0,2011-07-19,NASDAQ:Z,Zillow raises $205M in public offering,2011-07-16 02:56:20,2013-11-22 23:56:34,2011,7
634,c:60788,0.0,0.0,1999-08-01,9449,,2011-07-19 03:04:35,2011-07-19 20:04:12,1999,8
636,c:68222,0.0,0.0,2003-09-29,NASDAQ:MSPD,,2011-07-26 02:05:38,2013-11-06 04:23:28,2003,9
637,c:13246,0.0,0.0,2006-11-24,NASDAQ:FSLR,,2011-07-26 03:15:45,2013-06-19 17:24:44,2006,11
638,c:581,0.0,0.0,2007-07-20,OWW,,2011-07-27 22:02:43,2011-07-27 22:02:56,2007,7
639,c:37739,0.0,0.0,2011-07-28,NASDAQ:HZNP,,2011-07-29 04:05:02,2011-07-29 04:05:15,2011,7
640,c:528,0.0,0.0,2007-11-06,HKSE:1688.HK,,2011-08-01 01:56:26,2011-08-01 01:56:26,2007,11
644,c:49256,0.0,0.0,1996-06-28,NASDAQ:ANSS,,2011-08-02 06:23:26,2012-04-16 04:02:53,1996,6
656,c:17066,0.0,0.0,2008-03-18,NYSE:V,,2011-08-20 01:17:22,2011-08-20 01:17:22,2008,3
657,c:3104,0.0,0.0,2011-05-12,FFN,,2011-08-22 01:18:50,2012-02-20 03:31:42,2011,5
662,c:3245,0.0,0.0,1998-08-03,NYSE:SAP,,2011-09-07 03:18:06,2012-04-12 03:57:31,1998,8
667,c:59377,0.0,0.0,2003-07-02,NASDAQ:BRKR,,2011-09-15 01:53:07,2012-04-10 04:13:58,2003,7
669,c:23927,0.0,0.0,1988-04-08,NASDAQ:ALTR,,2011-09-15 02:29:49,2012-04-16 02:49:37,1988,4
670,c:117380,0.0,743400000.0,2011-05-13,NYSE:RENN,Renren Surges on First Day of Trading With Price-to-Sales Beating Facebook,2011-09-27 04:33:15,2013-12-02 19:05:56,2011,5
682,c:33777,0.0,0.0,1991-08-02,NASDAQ:VRTX,,2011-11-05 02:59:27,2012-02-24 22:20:43,1991,8
684,c:11391,12800000000.0,0.0,2011-11-07,NASDAQ:GRPN,Groupon spikes 31% in IPO,2011-11-23 01:36:32,2013-08-26 10:10:14,2011,11
686,c:21370,0.0,0.0,2008-12-08,NYSE:FIO,,2011-11-29 16:52:32,2013-12-11 11:52:29,2008,12
688,c:757,1000000000.0,0.0,2012-02-03,NASDAQ:JIVE,,2011-12-13 04:32:54,2012-02-07 06:27:21,2012,2
690,c:15850,0.0,0.0,1985-09-27,NYSE:HON,,2011-12-20 04:56:44,2012-04-12 04:01:38,1985,9
692,c:30525,0.0,0.0,2000-04-28,NASDAQ:ONNN,,2011-12-24 02:17:42,2012-04-10 04:17:21,2000,4
693,c:24595,0.0,0.0,2009-07-01,TYO:2193,,2012-01-03 12:23:08,2012-01-07 00:41:01,2009,7
694,c:145411,80000000.0,0.0,2011-12-27,QPON,,2012-01-07 19:31:39,2012-01-09 23:32:44,2011,12
695,c:48671,0.0,0.0,2008-11-17,NYSE:BSY,,2012-01-09 03:48:06,2013-11-18 07:06:30,2008,11
699,c:149051,0.0,0.0,1984-05-11,NASDAQ:LRCX,,2012-02-10 03:11:21,2012-04-16 04:24:03,1984,5
700,c:9931,0.0,0.0,2011-06-09,NASDAQ:PKT,,2012-02-14 01:57:52,2012-02-14 01:57:52,2011,6
701,c:325,290000000.0,0.0,2012-02-17,NASDAQ:BCOV,,2012-02-18 02:24:07,2012-02-18 02:24:51,2012,2
702,c:1812,0.0,0.0,2011-12-19,NASDAQ:ZNGA,,2012-02-20 09:58:15,2012-02-20 09:58:15,2011,12
703,c:32778,0.0,0.0,2011-03-29,PINK:CRXLY,,2012-02-21 01:42:59,2012-02-21 01:42:59,2011,3
704,c:26025,0.0,223300000.0,2010-10-15,HKG:2468,Trony Solar Raises US$223.3 Million In Hong Kong IPO - Source,2012-02-21 02:52:34,2012-02-24 19:59:27,2010,10
705,c:20712,0.0,0.0,2012-02-02,NYSE:AVG,,2012-02-21 21:36:15,2012-02-21 21:36:15,2012,2
709,c:113,1300000000.0,107000000.0,2012-03-02,NYSE:YELP,Yelp Shares Pop Over 60 Percent In In First Day Of Trading; Valued At $1.3 Billion,2012-03-03 02:19:08,2012-03-03 02:24:44,2012,3
710,c:151699,0.0,93000000.0,2006-09-07,NASDAQ:IPGP,IPG Photonics files for public share offering,2012-03-12 04:48:44,2012-03-12 04:48:44,2006,9
711,c:36071,0.0,0.0,2000-12-29,EPA:COX,,2012-03-14 00:22:59,2012-03-14 00:22:59,2000,12
712,c:24982,0.0,130000000.0,2011-11-16,NASDAQ:CLVS,Clovis Oncology Raises $130 Million in IPO,2012-03-14 00:30:51,2012-03-14 00:30:51,2011,11
713,c:7060,0.0,0.0,2012-01-01,NYSE:XRX,Xerox Raises $1.1 Billion Through Senior Notes Offering,2012-03-16 02:18:42,2012-03-16 02:18:42,2012,1
714,c:12388,0.0,0.0,1978-01-13,NYSE:GLW,,2012-03-19 06:42:16,2012-04-13 03:34:33,1978,1
715,c:32951,0.0,0.0,2005-03-11,NYSE:PAY,,2012-03-20 03:36:27,2012-04-16 03:52:11,2005,3
717,c:12178,0.0,0.0,2012-03-22,NYSE:ET,ExactTarget Celebrates Initial Public Offering and First Day of Trading on the New York Stock Exchange,2012-03-23 01:59:39,2012-03-23 01:59:39,2012,3
718,c:6314,1000000000.0,0.0,2011-04-22,NASDAQ:BRSE,BrightSource Energy of Oakland sets IPO plan,2012-03-23 02:07:24,2012-03-23 02:12:12,2011,4
719,c:48759,86250000.0,0.0,2012-03-23,NASDAQ:TSRO,Oncology Biopharma TESARO (TSRO) Files $86.25M IPO,2012-03-24 02:02:06,2012-03-24 02:02:06,2012,3
720,c:23283,973500000.0,0.0,2012-03-28,NYSE:MM,Mobile Ad Network Millennial Media Prices IPO At $13 Per Share,2012-03-29 03:04:22,2012-03-29 03:04:22,2012,3
721,c:17773,0.0,0.0,2012-03-27,NYSE:VCRA,Vocera Announces Pricing of Initial Public Offering,2012-03-29 04:29:34,2012-03-29 04:29:34,2012,3
723,c:163,0.0,0.0,2012-03-29,PRSS,CNN,2012-03-29 20:57:18,2012-04-02 07:12:55,2012,3
724,c:61220,0.0,0.0,2012-03-29,NASDAQ:MACK,Merrimack Pharmaceuticals' stock drops post-IPO,2012-03-30 02:47:21,2012-03-30 02:48:27,2012,3
725,c:28396,0.0,0.0,2012-03-30,NASDAQ:ENPH,Enphase Energy Prices Initial Public Offering,2012-04-03 03:21:45,2012-04-03 03:21:45,2012,3
730,c:34406,0.0,0.0,1978-01-13,NYSE:CAJ,,2012-04-10 03:45:11,2012-04-12 04:22:36,1978,1
731,c:6277,0.0,0.0,1998-09-15,NYSE:IT,,2012-04-10 04:03:40,2012-04-10 04:04:32,1998,9
732,c:42408,0.0,0.0,1992-02-26,NASDAQ:SNPS,,2012-04-10 04:05:28,2012-04-10 04:06:08,1992,2
733,c:26940,0.0,0.0,1991-08-15,NASDAQ:ZBRA,,2012-04-10 04:18:12,2012-04-10 04:18:52,1991,8
734,c:46022,0.0,0.0,1990-01-02,NYSE:CBE,,2012-04-11 03:50:46,2012-04-11 03:51:25,1990,1
735,c:154614,0.0,0.0,1991-11-15,NYSE:APH,,2012-04-11 03:57:56,2012-04-11 03:57:56,1991,11
736,c:50937,0.0,0.0,1994-01-03,NASDAQ:MXIM,,2012-04-11 04:38:23,2012-04-11 04:39:01,1994,1
737,c:27437,0.0,0.0,2002-01-02,NASDAQ:NTES,,2012-04-11 04:41:56,2012-04-11 04:42:34,2002,1
738,c:7499,0.0,0.0,1986-12-12,NASDAQ:CERN,,2012-04-11 04:46:13,2012-04-11 04:46:13,1986,12
739,c:7563,0.0,0.0,1999-08-20,NYSE:RHT,,2012-04-11 04:57:00,2012-04-11 04:57:00,1999,8
740,c:29208,0.0,0.0,1990-01-02,NYSE:IEX,,2012-04-12 03:03:18,2012-04-12 03:03:54,1990,1
741,c:10222,0.0,0.0,1978-01-13,NYSE:HIT,,2012-04-12 04:27:30,2012-04-12 04:27:30,1978,1
742,c:144717,0.0,0.0,1978-01-13,NYSE:EMR,,2012-04-12 04:45:30,2012-04-12 04:45:30,1978,1
743,c:47461,0.0,0.0,2001-04-12,NYSE:ABB,hFzlqGkgbGQojXo,2012-04-12 04:47:46,2012-07-28 10:01:46,2001,4
744,c:8759,0.0,0.0,1994-11-18,NYSE:MCK,,2012-04-12 04:49:54,2012-04-12 04:49:54,1994,11
745,c:32537,0.0,0.0,1979-01-05,NYSE:DHR,,2012-04-12 04:52:01,2012-04-12 04:52:01,1979,1
746,c:28787,0.0,0.0,1978-01-13,NYSE:TYC,,2012-04-13 03:38:56,2012-04-13 03:38:56,1978,1
747,c:40133,0.0,0.0,1998-06-12,NYSE:AMT,,2012-04-13 03:43:14,2012-04-13 03:43:14,1998,6
748,c:18507,0.0,0.0,2000-10-27,NYSE:WIT,,2012-04-13 03:45:56,2012-04-13 03:45:56,2000,10
749,c:59312,0.0,0.0,1978-01-13,NYSE:ETN,,2012-04-13 03:53:21,2012-04-13 03:53:21,1978,1
750,c:56346,0.0,0.0,1998-04-24,NASDAQ:ARMH,,2012-04-13 03:54:30,2012-04-13 03:54:30,1998,4
751,c:17124,0.0,0.0,1998-04-24,NASDAQ:BRCM,,2012-04-13 04:24:12,2012-04-13 04:24:12,1998,4
752,c:44982,0.0,0.0,1978-01-13,NYSE:KYO,,2012-04-13 04:25:47,2012-04-13 04:25:47,1978,1
753,c:17218,0.0,0.0,1995-12-15,NASDAQ:CTXS,,2012-04-13 05:12:00,2012-04-13 05:12:00,1995,12
754,c:28874,0.0,0.0,1992-02-21,NYSE:ROP,,2012-04-16 02:25:45,2012-04-16 02:25:45,1992,2
755,c:53338,0.0,0.0,1978-01-13,NYSE:AME,,2012-04-16 02:28:49,2012-04-16 02:28:49,1978,1
757,c:7320,0.0,0.0,2002-12-20,NASDAQ:STX,,2012-04-16 02:46:44,2012-04-16 02:46:44,2002,12
758,c:25106,0.0,0.0,2007-10-05,NYSE:TDC,,2012-04-16 02:53:46,2012-04-16 02:53:46,2007,10
761,c:11082,0.0,0.0,1999-06-18,NASDAQ:FFIV,,2012-04-16 03:00:02,2012-04-16 03:00:02,1999,6
762,c:13405,0.0,0.0,1980-10-17,NASDAQ:KLAC,,2012-04-16 03:37:29,2012-04-16 03:37:29,1980,10
763,c:46364,0.0,0.0,2000-04-04,NASDAQ:ILMN,,2012-04-16 03:50:55,2012-04-16 03:50:55,2000,4
764,c:19916,0.0,0.0,1994-12-16,NYSE:STM,,2012-04-16 04:00:04,2012-04-16 04:00:04,1994,12
765,c:64053,0.0,0.0,2010-08-13,NASDAQ:NXPI,,2012-04-16 04:04:33,2012-04-16 04:04:33,2010,8
766,c:39921,0.0,0.0,2000-09-29,NYSE:UMC,,2012-04-16 04:06:40,2012-04-16 04:06:40,2000,9
767,c:28823,0.0,0.0,1996-12-20,NYSE:NCR,,2012-04-16 04:17:33,2012-04-16 04:17:33,1996,12
769,c:18127,0.0,0.0,1987-06-19,NASDAQ:CDNS,,2012-04-17 04:11:12,2012-04-17 04:11:12,1987,6
770,c:26971,0.0,0.0,2011-05-27,NYSE:FSL,,2012-04-17 04:14:26,2012-04-17 04:14:26,2011,5
771,c:82672,0.0,0.0,2011-10-17,NASDAQ:UBNT,,2012-04-17 04:21:31,2012-04-17 04:21:31,2011,10
772,c:155390,0.0,0.0,1988-08-19,NASDAQ:NVLS,,2012-04-17 04:25:20,2012-04-17 04:25:20,1988,8
773,c:20971,0.0,0.0,1986-11-21,NYSE:HAR,,2012-04-17 04:36:25,2012-04-17 04:36:25,1986,11
775,c:18028,0.0,0.0,2011-04-08,NYSE:QIHU,,2012-04-17 04:45:29,2012-04-17 04:45:29,2011,4
778,c:1434,0.0,230000000.0,2012-04-19,NASDAQ:SPLK,,2012-04-20 03:11:56,2013-12-11 04:03:56,2012,4
779,c:25907,0.0,0.0,2012-09-04,NQ,,2012-04-27 04:02:57,2012-11-17 02:05:26,2012,9
780,c:23756,0.0,174300000.0,2011-04-13,NASDAQ:ZIP,,2012-04-28 19:18:53,2012-05-01 09:57:23,2011,4
782,c:1705,3273770000.0,0.0,2011-12-21,TRIP,AP,2012-05-15 05:11:55,2012-10-29 23:03:57,2011,12
784,c:5,104000000000.0,18400000000.0,2012-05-18,NASDAQ:FB,Facebook Prices IPO at Record Value,2012-05-19 01:19:41,2013-11-21 19:40:55,2012,5
796,c:37740,0.0,0.0,2007-07-25,NASDAQ:OREX,Biospace,2012-07-10 14:17:26,2013-12-10 07:14:18,2007,7
797,c:33497,0.0,0.0,2012-02-29,NYSE AMEX: YMI; TSX:YM,IPO News Today,2012-07-10 19:58:29,2012-07-10 20:56:38,2012,2
798,c:16178,0.0,0.0,2008-02-01,Nasdaq:ARST,,2012-07-10 23:30:18,2012-07-10 23:30:18,2008,2
799,c:17482,0.0,0.0,2007-11-01,NASDAQ: SDBT,Northeast Venture Capital,2012-07-11 15:23:21,2012-07-11 18:24:31,2007,11
802,c:1645,0.0,0.0,2012-08-01,NASDAQ:KYAK,,2012-07-21 02:45:17,2012-12-04 19:56:39,2012,8
804,c:169317,0.0,0.0,2011-02-01,NASDAQ:TRNX,,2012-08-25 06:16:40,2012-08-25 06:16:40,2011,2
806,c:3626,824000000.0,120000000.0,2012-04-20,NYSE:BLOX,,2012-09-27 16:58:54,2013-12-02 19:40:34,2012,4
807,c:84340,0.0,0.0,2000-07-11,NYSE:TKC,,2012-10-24 15:58:28,2012-10-24 15:58:28,2000,7
808,c:1942,0.0,0.0,2005-07-29,NASDAQ:EXPE,,2012-10-29 23:25:32,2012-10-29 23:25:32,2005,7
809,c:13529,0.0,0.0,1996-04-12,NASDAQ:SAPE,,2012-11-17 03:27:07,2013-08-27 04:09:49,1996,4
811,c:179214,0.0,0.0,2002-07-26,Nasdaq:BDSI,,2012-12-03 06:40:32,2012-12-03 06:41:54,2002,7
813,c:5037,0.0,0.0,2006-02-14,NYSE Amex: LOV,"Spark Networks Information, News and Statistics",2013-01-12 05:09:48,2013-01-12 05:09:48,2006,2
814,c:7945,0.0,0.0,2000-01-01,NYSE: AMD,,2013-01-14 21:07:29,2013-11-13 05:22:10,2000,1
815,c:186299,0.0,0.0,1995-07-09,NYSE:PT,,2013-02-04 19:11:57,2013-02-04 19:11:57,1995,7
816,c:3669,0.0,40000000.0,2005-07-08,AIM: BGO,,2013-02-08 23:00:13,2013-06-07 16:55:24,2005,7
817,c:189859,0.0,0.0,2007-11-16,EBR:ABLX,,2013-03-04 02:35:39,2013-12-11 10:15:18,2007,11
818,c:31008,0.0,0.0,2004-08-20,NYSE:NYX,,2013-03-04 03:07:34,2013-03-04 03:07:34,2004,8
819,c:17862,0.0,0.0,1994-01-03,NYSE:CVC,,2013-03-12 03:20:07,2013-03-12 03:21:25,1994,1
820,c:15832,0.0,81000000.0,2013-03-13,NYSE:SSNI,Silver Spring Raises $81M in IPO,2013-03-14 00:11:23,2013-03-18 19:24:38,2013,3
822,c:192434,0.0,0.0,2002-11-22,NYSE:CHA,,2013-03-21 17:48:46,2013-03-21 17:48:46,2002,11
823,c:47834,0.0,170000000.0,2013-03-14,ASX:MSB,MESOBLAST COMPLETES A$170M PRIVATE PLACEMENT,2013-03-27 02:38:34,2013-03-27 02:38:34,2013,3
825,c:137890,0.0,56000000.0,2013-03-21,NASDAQ:ENTA,,2013-03-29 07:13:22,2013-03-29 07:15:57,2013,3
826,c:47906,0.0,0.0,2012-10-01,NASDAQ:AMBA,,2013-04-02 07:28:32,2013-04-02 07:28:32,2012,10
827,c:4004,0.0,105000000.0,2013-03-22,NYSE:MRIN,"Ad-Tech Specialist Marin Software Raises $105M In IPO As Shares Pop 40%, But Now Under $18",2013-04-02 11:18:19,2013-04-02 11:18:19,2013,3
828,c:193887,0.0,0.0,2009-12-23,TSX-V:VZX,VUZIX COMPLETES INITIAL PUBLIC OFFERING,2013-04-04 07:15:01,2013-04-04 07:15:01,2009,12
829,c:3739,465000000.0,79000000.0,2013-04-02,NASDAQ:MKTO,Marketo Files For $75M IPO To Grow SaaS Marketing Platform,2013-04-06 07:14:50,2013-05-17 04:01:45,2013,4
831,c:6306,315000000.0,84000000.0,2013-04-12,RALY,"Enterprise Specialist Rally Software Raises $84M In IPO As Shares Pop 28%, Now Trading At $18",2013-04-12 20:25:35,2013-04-12 20:25:42,2013,4
832,c:203897,0.0,0.0,1983-10-14,OTC:COPY,,2013-05-01 15:57:11,2013-11-13 10:54:18,1983,10
834,c:235,0.0,0.0,2012-03-02,NASDAQ:BV,,2013-05-06 18:34:35,2013-05-06 18:34:35,2012,3
835,c:181418,0.0,0.0,2010-12-15,CDON,Börsnotering i CDON Group AB,2013-05-11 13:33:17,2013-05-13 07:17:26,2010,12
836,c:48911,0.0,0.0,1999-01-01,RSOF,,2013-05-11 13:36:40,2013-05-13 07:17:34,1999,1
837,c:14839,0.0,254000000.0,2013-05-16,NYSE:DATA,Tableau Software To Open Trading On The NYSE At $31 Per Share With Market Symbol DATA,2013-05-17 03:06:05,2013-05-20 07:28:27,2013,5
839,c:24834,0.0,54000000.0,2013-06-25,NASDAQ:NSTG,NanoString Technologies prices IPO shares at $10,2013-05-21 04:36:44,2013-07-18 18:00:29,2013,6
840,c:213354,0.0,0.0,2013-04-03,NYSE:ACT,,2013-05-21 05:13:57,2013-10-04 02:49:03,2013,4
843,c:213383,0.0,40300000.0,2013-05-20,NASDAQ:RMTI,Rockwell Medical Closes $40.3 Million Public Offering of Common Stock,2013-05-21 05:50:06,2013-05-21 05:50:06,2013,5
844,c:66694,30000000.0,3880000.0,2013-05-21,QXT.L,Quixant joins AIM,2013-05-21 10:23:43,2013-05-22 03:17:04,2013,5
847,c:214629,0.0,25000000.0,2013-05-21,NASDAQ:ADHD,ADHD co Alcobra raises $25m on Nasdaq,2013-05-23 07:13:34,2013-05-23 07:13:34,2013,5
848,c:624,287000000.0,81000000.0,2013-05-23,NYSE:ECOM,ChannelAdvisor Corp (ECOM) Shares Soar In IPO Debut,2013-05-24 04:14:33,2013-05-24 04:14:33,2013,5
849,c:215136,232000000.0,77000000.0,2013-05-22,NYSE:BRSS,"GLOBAL BRASS AND COPPER HOLDINGS, INC. ANNOUNCES PRICING OF INITIAL PUBLIC OFFERING",2013-05-24 04:27:33,2013-05-24 04:27:33,2013,5
850,c:104377,0.0,75000000.0,2013-06-27,NYSE:TRMR,"Tremor Videos stock falls after IPO, Silvercrest soars",2013-05-24 05:04:39,2013-07-18 18:03:13,2013,6
851,c:140259,0.0,100000000.0,2013-05-07,NASDAQ:PTLA,Portola Pharmaceuticals sets terms for $100 million IPO,2013-05-24 05:59:25,2013-05-24 05:59:25,2013,5
852,c:65680,223000000.0,51000000.0,2013-05-23,NASDAQ:PETX,Pet medication developer Aratana Therapeutics sets terms for $51 million IPO,2013-05-24 06:14:54,2013-05-24 06:14:54,2013,5
853,c:47372,0.0,65000000.0,2007-12-12,NYSE: VIT,VanceInfo Technologies Inc. Celebrates IPO on NYSE,2013-05-26 04:33:03,2013-11-13 19:30:03,2007,12
854,c:216850,1100000000.0,333000000.0,2013-05-22,NYSE:CSTM,Constellium Announces Pricing of Initial Public Offering,2013-05-27 06:47:49,2013-05-27 06:49:47,2013,5
855,c:215167,0.0,0.0,2011-05-27,LON:GLEN,,2013-05-28 16:25:23,2013-05-28 16:25:23,2011,5
857,c:219194,0.0,23000000.0,2013-05-30,NASDAQ:EVOK,San Diego biotech files $23M IPO for gastroparesis PhIII,2013-05-31 06:01:27,2013-05-31 06:01:27,2013,5
858,c:86009,0.0,0.0,2008-07-01,Nasdaq:GTAT,,2013-06-03 16:41:18,2013-06-03 16:41:18,2008,7
859,c:139880,0.0,0.0,2003-06-10,NYSE:KT,,2013-06-03 18:50:19,2013-06-03 18:50:19,2003,6
860,c:221142,0.0,51600000.0,2013-05-31,NASDAQ:NDAQ,NASDAQ Welcomes Kamada Ltd. [KMDA] to The NASDAQ Stock Market,2013-06-04 11:50:43,2013-06-04 11:53:53,2013,5
861,c:47257,0.0,57300000.0,2013-06-04,NASDAQ:ICEL,Cellular Dynamics Files for IPO Targeting $57.3M,2013-06-05 05:29:39,2013-06-05 05:29:39,2013,6
862,c:56800,0.0,0.0,2010-11-05,OTCBB:NVIV,InVivo Therapeutics goes public,2013-06-05 19:20:43,2013-06-05 19:21:55,2010,11
863,c:222259,0.0,345000000.0,2013-06-05,NYSE:ATHL,Apollo-backed Athlon Energy files for IPO of up to $345 mln,2013-06-06 10:14:56,2013-06-06 10:14:56,2013,6
864,c:36788,322000000.0,125000000.0,2013-06-20,NASDAQ:PTCT,PTC Therapeutics IPO Raises $125M Despite Checkered Past,2013-06-06 10:19:10,2013-06-21 02:55:56,2013,6
865,c:10795,0.0,0.0,2013-06-06,OTC:FNJN,"Finjan Holdings Announces Stock Ticker Symbol Change To ""FNJN""",2013-06-06 15:06:45,2013-06-07 03:32:59,2013,6
866,c:62886,0.0,79000000.0,2013-06-06,NYSE:LITB,LightInTheBox Raises $79M in U.S. IPO,2013-06-07 03:28:38,2013-06-07 03:28:38,2013,6
867,c:171885,0.0,15000000.0,2013-06-06,OTC:CGIX,Cancer Genetics Files for $15M Stock Offering,2013-06-07 07:02:22,2013-06-07 07:02:22,2013,6
869,c:65984,0.0,0.0,1990-01-01,NYSE:TFX,,2013-06-07 10:19:49,2013-10-31 03:01:18,1990,1
870,c:72361,314000000.0,75000000.0,2013-06-07,NYSE:TXTR,Textura Corporation Prices Initial Public Offering,2013-06-08 04:36:27,2013-06-08 04:36:27,2013,6
871,c:37431,0.0,0.0,2012-02-17,OTC:TNTY,,2013-06-10 03:05:55,2013-06-10 03:06:45,2012,2
872,c:3526,0.0,0.0,2011-04-21,MKTG,Responsys Announces Pricing of Initial Public Offering,2013-06-10 21:50:10,2013-06-10 23:33:04,2011,4
873,c:179475,0.0,0.0,2009-06-23,MAHH.BO,Mahindra Holidays IPO,2013-06-11 09:00:30,2013-06-11 17:09:31,2009,6
874,c:38752,0.0,86000000.0,2013-06-10,NASDAQ:AGIO,Agios Pharmaceuticals files for IPO of up to $86 million,2013-06-11 11:54:23,2013-06-11 11:54:23,2013,6
876,c:44687,0.0,128250000.0,2013-06-11,NYSE:GIMO,"Gigamon IPO brings in $128.25M, prices at mid-range",2013-06-12 10:19:18,2013-08-12 18:08:53,2013,6
877,c:225119,0.0,0.0,2005-06-23,NASDAQ:GAIN,,2013-06-13 09:34:02,2013-10-04 04:06:55,2005,6
878,c:67218,0.0,1000000000.0,2013-06-13,NYSE:COTY,Private equity-backed Coty raises $1bn via IPO,2013-06-13 10:44:24,2013-06-13 10:44:24,2013,6
879,c:225501,0.0,1330000000.0,2013-06-13,NASDAQ:HDS,Carlyle-backed HD Supply plans to raise $1.33 bln in IPO,2013-06-14 04:05:47,2013-06-14 04:05:47,2013,6
880,c:225619,0.0,1600000000.0,2013-06-13,NYSE:AR,UPDATE 1-Warburg-controlled Antero Resources files for $1 bln IPO,2013-06-14 06:12:07,2013-10-14 13:22:47,2013,6
881,c:225684,0.0,0.0,2013-06-13,NASDAQ: OGXI,,2013-06-14 07:34:24,2013-06-14 07:34:24,2013,6
882,c:209318,3620128462.0,599850000.0,2013-06-14,NASDAQ:CDW,Business | Markets  CDW Corporation to raise $641.7 million through IPO,2013-06-17 03:56:15,2013-06-17 04:19:00,2013,6
883,c:68572,0.0,69000000.0,2013-06-14,NASDAQ :CNAT,Conatus Pharmaceuticals Files for IPO,2013-06-17 06:41:23,2013-06-17 06:41:23,2013,6
884,c:36920,0.0,230000000.0,2013-06-17,NASDAQ:SALE,Online Coupon Giant RetailMeNot (Formerly WhaleShark Media) Files For $230M IPO,2013-06-17 23:11:20,2013-06-18 04:28:53,2013,6
885,c:33411,0.0,60000000.0,2013-05-21,NASDAQ:EPZM,Biopharmaceutical company Epizyme sets terms for $60 million IPO,2013-06-18 03:09:59,2013-06-18 03:12:40,2013,5
886,c:220180,0.0,75000000.0,2013-06-17,NASDAQ:NDLS,Fast-casual restaurant chain Noodles & Company sets terms for $75 million IPO,2013-06-18 04:23:04,2013-06-18 04:23:04,2013,6
887,c:168168,0.0,75000000.0,2013-06-17,NASDAQ:ONTX,Onconova files $75M IPO as new offerings sizzle  Read more: Onconova files $75M IPO as new offerings sizzle - FierceBiotech http://www.fiercebiotech.com/story/onconova-files-75m-ipo-new-offerings-sizzle/2013-06-17#ixzz2WXbuwlzI Subscribe at FierceBiotech,2013-06-18 05:03:12,2013-06-18 09:49:47,2013,6
888,c:227543,0.0,212000000.0,2013-06-17,NYSE:WPT,Oil storage company World Point Terminals files for a $212 million IPO,2013-06-18 06:25:24,2013-06-18 06:25:24,2013,6
